M	ENTITY/.arpa	ENTITY/InterNIC
M	ENTITY/ACM_Multimedia	ENTITY/ACM_SIGOPS
M	ENTITY/ACM_Multimedia	ENTITY/Association_for_Computing_Machinery
M	ENTITY/ACM_Multimedia	ENTITY/Association_for_the_Advancement_of_Artificial_Intelligence
M	ENTITY/ACM_Multimedia	ENTITY/Carl_Ebeling
M	ENTITY/ACM_Multimedia	ENTITY/IEEE_Computer_Society
M	ENTITY/ACM_Multimedia	ENTITY/Institute_of_Electrical_and_Electronics_Engineers
M	ENTITY/ACM_Multimedia	ENTITY/James_Larus
M	ENTITY/ACM_Multimedia	ENTITY/Jayadev_Misra
M	ENTITY/ACM_Multimedia	ENTITY/OOPSLA
M	ENTITY/ACM_Multimedia	ENTITY/Raghu_Ramakrishnan
M	ENTITY/ACM_Multimedia	ENTITY/SIGMETRICS
M	ENTITY/ACM_Multimedia	ENTITY/SIGMOD
M	ENTITY/ACM_Multimedia	ENTITY/SIGPLAN
M	ENTITY/ACM_Multimedia	ENTITY/SIGSOFT
M	ENTITY/ACM_Multimedia	ENTITY/Symposium_on_Operating_Systems_Principles
M	ENTITY/ACM_Multimedia	ENTITY/Symposium_on_Theory_of_Computing
M	ENTITY/ACM_Multimedia	ENTITY/USENIX
M	ENTITY/ACM_Multimedia	ENTITY/VLDB
M	ENTITY/ACM_Multimedia	asplos
M	ENTITY/ACM_SIGOPS	ENTITY/Anna_Karlin
M	ENTITY/ACM_SIGOPS	ENTITY/Association_for_Computing_Machinery
M	ENTITY/ACM_SIGOPS	ENTITY/Carl_Ebeling
M	ENTITY/ACM_SIGOPS	ENTITY/Cornell_University_Center_for_Advanced_Computing
M	ENTITY/ACM_SIGOPS	ENTITY/Data_parallelism
M	ENTITY/ACM_SIGOPS	ENTITY/Distributed_shared_memory
M	ENTITY/ACM_SIGOPS	ENTITY/Greg_Morrisett
M	ENTITY/ACM_SIGOPS	ENTITY/IEEE_Computer_Society
M	ENTITY/ACM_SIGOPS	ENTITY/James_Larus
M	ENTITY/ACM_SIGOPS	ENTITY/Jayadev_Misra
M	ENTITY/ACM_SIGOPS	ENTITY/Modula
M	ENTITY/ACM_SIGOPS	ENTITY/Nuprl
M	ENTITY/ACM_SIGOPS	ENTITY/OOPSLA
M	ENTITY/ACM_SIGOPS	ENTITY/Program_slicing
M	ENTITY/ACM_SIGOPS	ENTITY/Raghu_Ramakrishnan
M	ENTITY/ACM_SIGOPS	ENTITY/SIGMETRICS
