1326	6376
1009	3489
700	5951
700	3712
700	3426
6462	2302
5259	1107
5930	4943
5333	2859
5065	2561
5065	860
6842	2592
2216	4045
5959	2561
6902	1542
6902	5859
2295	2101
5311	6841
5311	6180
671	481
671	1921
6826	2561
1641	3250
1641	2449
4863	6134
1949	4189
1498	4366
4225	4854
4225	3769
195	400
5813	6474
5813	2592
5813	6022
1935	5517
1032	2432
1432	287
4243	1384
4243	1526
4763	6515
1417	377
5605	2559
3711	2432
2116	5666
1613	4740
1221	6474
698	5502
3390	3390
3390	1005
3988	4606
3988	5951
3988	3712
3988	6347
3988	4493
2825	5038
470	6505
470	186
470	2453
149	2588
5348	4493
5348	3649
430	4792
430	4606
430	1936
430	6474
3159	1962
3159	2725
3159	3129
3875	1130
2184	1670
4573	3998
4573	493
4192	3695
4192	477
3527	3815
3527	6604
3527	4783
6277	4183
2018	2018
6828	5942
2827	5882
1764	989
1764	2838
1343	1908
3161	4493
3161	3649
3161	5274
2272	6864
4644	2536
3475	289
4957	162
4957	5579
4954	499
4513	768
6865	4854
5828	1034
3787	3178
4137	1670
4137	186
2858	6134
1998	5581
1998	269
1998	4493
2632	1032
4911	4606
4911	2202
4911	6048
4911	6474
4911	3649
3250	4856
3250	4119
5487	860
1401	1401
5021	5517
3880	4650
4258	1187
232	1228
1020	6013
1020	154
6859	2152
5795	5585
1142	6474
1142	1609
1142	2394
5960	6781
4534	3070
642	6658
3529	6599
3529	4357
1809	179
2575	1961
6777	4606
6777	1323
6777	4493
6424	941
5047	4508
4613	2559
6675	1558
6675	3062
6675	4259
6675	4677
5249	2725
1963	6078
5538	2199
2193	2619
3073	4792
3073	254
3073	806
3073	1323
3073	4517
3073	777
3073	4721
3073	4847
3073	4493
4327	6658
4327	2551
4327	3366
4327	2151
5965	6112
2509	3695
6803	2624
2306	2306
4718	1962
4718	2516
4718	4234
4718	1420
4718	904
563	2952
3162	384
2469	5585
2469	1716
1378	2561
5356	4781
5989	4854
2702	1173
1858	6672
1754	4606
1754	705
1754	4493
2969	768
2969	2086
4537	1991
1884	461
4777	2561
4777	4281
1285	6781
4844	5700
32	2507
688	5438
688	2432
688	2443
5566	4915
5566	5700
1208	6673
4565	1107
2066	2152
4891	2847
5585	4102
5492	6159
4408	1404
4408	6781
4408	186
4408	4311
5089	3907
1435	1173
1435	6472
1435	5073
930	4684
930	4926
6582	2379
5332	2152
5290	384
4158	4158
4158	589
4380	1228
467	2344
467	467
1711	1480
1711	906
1711	5002
1711	6781
1711	4806
1711	5517
169	1396
3685	4281
3685	2561
3685	860
2043	6665
2043	1214
1561	4603
2576	4781
1189	2780
1974	1849
663	4119
6174	4795
4417	3761
4417	3695
4417	3601
1450	768
4070	5752
3146	1228
3146	1187
2096	6821
5369	1530
1695	1034
6880	1957
224	2952
605	2064
1254	5666
284	5229
2750	5951
2750	3712
4143	4851
4143	5508
1351	4546
5019	437
2069	4606
2069	1754
2069	5274
2069	4493
3387	4928
2344	2624
5206	4854
6768	3265
3396	6842
5661	2561
5661	6180
729	1432
729	287
4713	4713
2946	5951
2946	3712
2946	3426
5214	2419
5940	4058
5199	5506
2602	3515
2602	6781
2242	4268
514	4071
514	4536
514	504
514	1229
4775	6048
4775	794
4775	4854
4775	3295
4775	3769
4775	2604
4775	6138
4775	4189
4775	6112
2953	3845
1645	3761
2511	1146
5429	2347
5196	768
493	3998
5935	5320
4165	6358
3882	1653
3882	6429
3334	3366
3334	6864
6587	4858
2040	2166
1367	6812
4213	2198
4213	287
1743	103
1743	134
1743	794
1743	724
6256	4400
518	6711
3694	589
1170	4664
1170	6178
561	561
5278	2624
386	1909
6201	3390
6201	5365
2228	4509
369	3375
3802	4854
6696	589
6696	524
6696	5710
2518	4946
2231	2952
3775	615
6689	4308
1267	481
6613	5092
438	6812
2762	2336
5874	200
5132	2372
1670	4684
1670	4926
6039	2624
4820	2814
4559	1957
1586	499
3690	94
3690	4080
454	1420
454	4783
5819	1587
3204	3091
3204	2559
3204	3208
4634	4664
6558	2379
2120	1670
2120	4926
707	1228
707	1187
1264	1844
6088	5408
2604	6474
4935	3359
4935	1379
6381	4871
4131	3992
5955	1947
1701	6325
5031	879
5946	6864
1962	6505
1962	4234
1962	2453
5226	1909
188	1539
4242	5529
4007	1194
1742	1909
1912	1542
1912	5859
1912	5847
2958	281
6120	777
538	3551
538	1909
538	4041
366	366
3079	6604
3079	4783
2661	3641
5305	2561
5305	860
2626	5029
2626	4806
2358	4536
1307	4234
5370	1503
3401	1789
1968	3023
1331	5274
1331	4493
1167	2152
3569	5858
3437	6377
5289	1228
1470	3725
1791	4733
2964	2492
6041	6647
820	5548
2809	2809
3904	5179
3904	805
3904	4806
3904	5517
1442	1228
1442	1187
4764	1107
4764	4305
2410	563
2410	4539
1728	3023
87	777
87	2551
4672	3250
1418	5365
1261	5724
1261	4653
1261	5384
3038	4045
131	589
6232	1094
5217	6841
5217	1849
5217	1232
5217	5548
92	6168
4355	3842
5131	4871
1400	1420
1400	5517
95	1924
95	4854
2022	6578
2022	287
2284	2784
1902	6018
1902	1420
2588	4119
6008	435
2485	1187
4087	6474
509	624
2817	4820
6584	768
4377	1420
1795	3845
1834	2732
63	2449
63	6722
1807	4606
307	4606
307	5951
307	6347
307	1754
307	5274
307	269
307	4493
2035	3334
2035	777
2035	2551
2035	3366
2035	6842
2035	3649
1349	1349
6344	287
6225	2978
6225	5713
4773	1194
2478	6578
4072	960
5880	6812
5880	2952
575	4456
2423	384
2645	1457
2645	738
5182	589
5182	2561
5182	860
4689	3006
3932	1121
3632	4923
254	5274
254	4018
254	4493
2337	2337
1542	5847
5109	1421
887	860
887	5517
1471	3341
5157	3040
3281	6699
6014	4606
6014	1504
6014	1384
6014	1944
708	5666
6032	6358
5732	4779
5732	1497
5732	4822
5732	1624
4719	4045
4719	1348
5775	4792
5775	254
5775	777
6053	974
6053	6474
379	1735
5800	768
4614	794
3534	4606
1214	6665
1214	493
53	4926
6630	2561
6630	499
4797	5951
799	890
42	4469
4972	4060
6279	3761
4438	2152
145	3226
2244	1689
4540	4533
4661	1228
4133	4854
6616	477
6616	5509
533	2866
598	3907
6400	316
2012	6347
2012	269
2012	307
2012	4493
4527	4820
3102	805
6848	5847
6759	4856
6759	4119
2988	2588
5627	4856
5627	4119
5627	527
5459	3308
5459	1721
3634	4503
6731	3889
1436	3551
4383	4664
4383	6178
6160	6160
965	4600
750	6551
750	5724
2189	384
3450	2297
792	2561
792	6188
892	1420
892	6781
892	97
1857	2832
1988	6868
3676	2780
2049	15
2049	4904
1756	3390
1756	4944
456	5773
2569	624
2526	5483
2526	6160
725	4101
217	2449
217	6722
4124	5232
2676	4557
6841	6488
6841	5517
4148	4234
1533	3029
4340	1214
3167	3925
3164	589
3164	2561
3164	860
3164	792
2753	1962
2753	4234
2753	2516
2192	4249
6594	1670
6594	4926
2311	3569
3	3845
3011	6211
5914	3390
5914	1756
5914	3453
3698	4606
3698	5951
3698	6347
3698	4493
6568	6159
6741	3164
6741	5220
6741	1849
1394	4684
1394	5517
1394	749
4226	5791
4226	4475
1599	5073
1599	1420
5525	583
477	5263
6383	4390
2322	3714
6117	3462
6366	5687
6366	2854
3195	4400
3195	5570
1045	509
1045	775
6180	499
6180	2561
583	583
6017	311
6017	4058
1316	4684
1316	3359
2183	6781
2183	4509
2183	5467
2183	6472
1691	2561
6776	2370
6203	5690
6864	3366
6864	384
5885	2561
5885	860
5885	6180
2857	6771
1366	377
2860	3390
2860	4944
3287	3666
220	6781
5488	181
3135	1414
258	491
258	5179
258	805
5915	4215
1854	2152
228	6222
5617	6474
4451	4173
2439	1539
2439	4858
6914	1526
3386	4684
1005	3390
5395	2592
5395	4606
5395	6892
5395	3649
5395	3269
812	1796
2137	2561
2137	5220
2137	860
1340	746
3080	200
6089	2297
2379	4048
6603	5055
3123	5200
4724	2592
3078	1099
815	3725
5078	3390
5294	311
282	2126
3476	2308
3476	3434
5988	1854
5409	4792
5409	2289
5409	4493
6139	5443
5413	6282
2198	1432
3602	384
935	6211
921	2561
6337	6337
6288	2559
5338	2449
4774	4101
2285	2209
6136	6013
6136	154
6814	5266
837	3468
6849	3023
167	3023
520	5710
520	269
3189	3609
3189	6192
5107	5200
5107	5107
2580	158
1311	3070
5451	1343
4721	423
4721	4493
4721	1864
4721	1932
5506	5506
606	1107
606	4305
6629	3006
535	4119
4755	3204
549	646
1209	2561
1209	860
3883	339
3883	384
3883	2394
4583	2289
4583	5294
59	6658
6679	768
6679	1450
1638	551
227	188
2595	5448
3907	5666
4040	406
4040	6849
347	4606
347	5274
347	4493
347	3649
2737	6137
2737	1232
2737	4311
2737	186
2737	6781
804	3023
2711	107
3695	3761
1636	6892
1987	2958
93	4600
3458	1995
3458	6188
3458	792
6496	1033
2757	1121
6074	4606
6074	642
6074	1932
6074	3712
6074	3426
6074	3040
6074	5274
6074	4493
6074	3649
6074	5215
3385	5004
3385	3695
3385	944
5552	3082
281	481
385	2732
198	777
198	2551
2456	764
5836	4903
2154	2154
3139	2152
2542	3144
72	4928
72	4943
6506	245
1134	5951
1134	3712
1134	3426
6303	4020
5534	5065
4761	4927
4761	4493
2998	5323
4306	551
3536	2615
3859	1173
2731	672
2731	1229
3885	4158
6367	6112
3496	3204
3219	768
2099	6842
1219	499
1219	3815
1219	4783
1219	1219
3643	3956
3674	173
3187	5394
3187	6407
4066	589
4066	2561
1504	1558
1504	6048
1504	2593
1504	5365
1504	5492
1504	4225
4350	1529
6498	4503
2593	3295
2593	1418
4638	5617
6359	5274
6359	4493
3642	1489
2689	5394
4247	3023
1362	1362
627	4684
5341	2561
6781	186
3947	3311
652	2036
873	2561
873	6188
873	792
4779	1624
5562	2592
6583	307
6626	2561
2806	768
2806	3119
6586	535
5687	1107
5687	4305
5687	2854
6020	4660
4411	4557
1095	4606
1095	5319
1095	173
1095	384
1095	3662
717	287
717	5408
717	717
3791	4806
3791	3153
3943	1962
3943	6102
6553	2978
6124	3813
6199	2382
6199	6199
545	4664
1279	5073
1279	1715
6273	2529
6273	3998
6273	5670
1682	5803
4854	5290
4854	4557
3589	6183
3589	2952
6220	1228
2807	3006
2807	3956
2584	1432
6830	6474
4669	1228
5471	4970
5471	904
5471	6102
1954	499
1954	202
1954	906
4307	3144
3398	4806
3398	3714
2710	1099
5319	384
2910	6781
1177	6784
1177	3142
946	1962
2086	3532
674	4456
5985	642
5985	777
1826	3097
6730	6864
6769	4557
5892	4400
136	3142
345	4684
6566	2523
5325	4415
6702	158
6702	5077
1772	254
1772	1228
1772	1181
1772	1323
1772	578
1772	4517
1772	4493
2583	906
6661	3695
6661	3824
4075	3006
927	768
5823	6505
5823	4234
5823	2453
1197	5673
2876	2677
1765	2014
1765	4060
816	412
3945	2971
662	4628
662	5922
662	4782
947	2952
116	5294
116	4493
2173	5837
2629	5599
4426	112
2735	2981
3639	4822
3652	5666
3652	4249
5725	1681
3715	3715
3715	1999
1080	4366
4964	4234
5793	790
6898	4557
6881	1187
4733	504
4733	5049
2610	1120
6145	6505
6145	2857
6145	3153
6145	1034
6145	6771
4702	6864
305	2906
1098	4606
1098	2592
2321	6781
2972	3086
5510	289
2400	2400
4567	3920
154	3434
4455	4020
6483	6360
4493	4606
3901	4684
3901	1670
3901	2561
3901	860
4059	2978
1398	2561
417	1067
417	2019
4658	777
1067	2019
5917	720
6824	4946
6824	2102
6824	5710
6824	2592
1150	3366
4841	2616
4663	3023
4539	1558
4539	4854
4539	3802
3535	1404
4785	4493
3528	2561
3528	6781
677	1706
677	1715
677	3965
1839	4606
1839	1936
1839	4058
1839	5951
1839	3712
1839	6347
1839	3426
1839	307
1839	2012
1839	5581
1839	5274
1839	5710
1839	269
1839	4493
1839	5215
5809	4673
4203	768
4329	5517
112	162
6094	5617
971	4493
971	3649
3468	805
3468	4806
3468	2824
3780	2732
6591	186
6591	6781
2303	5118
2303	4698
4706	1121
317	173
3150	5682
3208	2559
1700	3572
6793	6793
2900	112
3217	3037
2812	6217
4944	3390
2030	4507
2030	915
1696	5791
1696	1969
1592	5084
71	374
71	6488
4297	406
2831	2306
494	1909
5604	220
5604	6781
6571	6112
1246	2854
403	6781
403	4806
1929	5724
6692	2732
5896	6112
6140	3771
5068	130
1977	3609
1977	6192
2721	3142
4600	4189
1970	3097
465	777
5154	245
2581	768
2716	4854
2716	2952
4592	1936
4592	1839
4592	307
4592	4493
292	1670
292	2561
907	768
5817	5760
872	1123
5192	768
2163	3097
2838	5631
4668	1962
4668	4806
2991	4684
2991	589
2991	3515
2991	6077
547	1924
547	1162
3212	2308
2748	2559
6573	777
6573	3426
6573	4493
6573	3649
4792	2592
4792	4493
4792	3649
6369	1962
4144	768
479	504
1628	5112
6487	1754
6487	4493
5015	4517
5015	777
5015	4493
5015	4388
3905	3520
3276	768
3276	2152
644	3052
2124	3049
2124	2604
2124	1504
2124	1753
6852	4994
5136	2553
4281	2561
4281	6188
5559	494
943	6474
4745	2036
4745	1418
2150	1924
2150	634
2150	3334
2150	1944
5266	5253
52	6347
52	6821
1358	1348
1822	2561
1822	1637
1822	860
908	5253
908	5455
5663	6474
2465	2559
3712	5951
3712	1166
4643	768
482	5724
482	4653
482	5384
5147	2677
5147	4684
5147	5179
5147	1670
5147	686
2068	2419
2172	2172
5169	768
2077	2662
1094	6624
1237	6488
1237	499
1237	6841
1237	2561
1237	6781
5798	1356
4054	1788
